hpan,calculation_date,txn_count_7d,txn_count_30d,txn_count_90d,txn_amount_7d,txn_amount_30d,txn_amount_90d,avg_txn_amount_7d,avg_txn_amount_30d,avg_txn_amount_90d,p2p_count_30d,p2p_amount_30d,unique_mcc_7d,unique_mcc_30d,unique_merchants_30d,avg_hour,weekend_ratio,night_txn_ratio,avg_daily_txn_count,days_since_last_txn,total_txn_count,p2p_ratio_30d,max_daily_txn_count,recency_score,frequency_score,monetary_score,customer_segment,activity_level
860003000000000074641,2025-04-30,0,1,5,0.0,223127.0,656174.0,0.0,223127.0,131234.8,1,223127.0,0,1,1,13,0.2,0.0,1.0,24,5,1.0,1,Regular,Low,Medium,Potential,Low
860006000000000075378,2025-04-30,1,2,5,136982.0,431022.0,4062415.0,136982.0,215511.0,812483.0,1,136982.0,1,1,2,15,0.6,0.0,1.0,5,5,0.5,1,Active,Low,High,Champions,Low
561468000000000074627,2025-04-30,1,1,5,205527.0,205527.0,1370388.0,205527.0,205527.0,274077.6,0,0.0,1,1,1,14,0.6,0.0,1.0,3,5,0.0,1,Active,Low,Medium,Lost,Low
561468000000000054522,2025-04-30,0,5,5,0.0,2931811.0,2931811.0,0.0,586362.2,586362.2,1,1163823.0,0,1,5,16,0.0,0.2,1.0,8,5,0.2,1,Regular,Low,Premium,Potential,Low
860031000000000032954,2025-04-30,0,1,5,0.0,17742.0,3249633.0,0.0,17742.0,649926.6,1,17742.0,0,1,1,13,0.2,0.0,1.0,16,5,1.0,1,Regular,Low,Low,Potential,Low
986012000000000046041,2025-04-30,1,3,5,0.0,1278471.0,2545193.0,0.0,426157.0,509038.6,2,193507.0,1,1,3,13,0.2,0.0,1.0,3,5,0.6666666666666666,1,Active,Low,High,Champions,Low
860033000000000002574,2025-04-30,0,2,5,0.0,462799.0,1274978.0,0.0,231399.5,254995.6,0,0.0,0,1,2,13,0.0,0.0,1.0,8,5,0.0,1,Regular,Low,High,Potential,Low
561468000000000013606,2025-04-30,0,1,5,0.0,162219.0,760815.0,0.0,162219.0,152163.0,1,162219.0,0,1,1,13,0.2,0.0,1.0,16,5,1.0,1,Regular,Low,Medium,Potential,Low
626292000000000013919,2025-04-30,1,1,6,37612.0,37612.0,843585.0,37612.0,37612.0,140597.5,0,0.0,1,1,1,14,0.3333333333333333,0.0,1.0,7,6,0.0,1,Active,Low,Low,Lost,Low
860033000000000075875,2025-04-30,0,1,7,0.0,1064318.0,3712434.0,0.0,1064318.0,530347.7142857143,1,1064318.0,0,1,1,12,0.2857142857142857,0.14285714285714285,1.0,15,7,1.0,1,Regular,Low,High,Potential,Low
860012000000000034492,2025-04-30,1,2,5,28193.0,173216.0,1844078.0,28193.0,86608.0,368815.6,1,145023.0,1,1,2,15,0.0,0.0,1.0,7,5,0.5,1,Active,Low,Medium,Lost,Low
860004000000000040794,2025-04-30,0,3,5,0.0,643556.0,643556.0,0.0,214518.66666666666,128711.2,0,0.0,0,1,3,13,0.2,0.0,1.0,14,5,0.0,1,Regular,Low,High,Potential,Low
561468000000000016450,2025-04-30,0,4,6,0.0,948530.0,2928772.0,0.0,237132.5,488128.6666666667,1,744507.0,0,1,4,12,0.16666666666666666,0.16666666666666666,1.0,13,6,0.25,1,Regular,Low,High,Potential,Low
561468000000000053377,2025-04-30,1,3,5,111225.0,351331.0,4112466.0,111225.0,117110.33333333333,822493.2,0,0.0,1,1,3,15,0.2,0.0,1.0,2,5,0.0,1,Active,Low,Medium,Lost,Low
561468000000000031828,2025-04-30,0,1,5,0.0,1371080.0,2212866.0,0.0,1371080.0,442573.2,0,0.0,0,1,1,12,0.4,0.0,1.0,21,5,0.0,1,Regular,Low,Premium,Potential,Low
561468000000000002176,2025-04-30,0,2,6,0.0,56544.0,1438882.0,0.0,28272.0,239813.66666666666,0,0.0,0,1,2,13,0.0,0.0,1.0,12,6,0.0,1,Regular,Low,Low,Potential,Low
626257000000000065571,2025-04-30,0,2,5,0.0,203118.0,1453109.0,0.0,101559.0,290621.8,0,0.0,0,1,2,13,0.2,0.0,1.0,11,5,0.0,1,Regular,Low,Medium,Potential,Low
544081000000000031881,2025-04-30,1,2,5,55136.0,2386227.0,3028603.0,55136.0,1193113.5,605720.6,0,0.0,1,1,2,13,0.4,0.0,1.25,4,5,0.0,1,Active,Low,Premium,Champions,Low
561468000000000032279,2025-04-30,1,2,5,3262.0,339632.0,2032652.0,3262.0,169816.0,406530.4,0,0.0,1,1,2,14,0.2,0.2,1.0,7,5,0.0,1,Active,Low,Medium,Lost,Low
860031000000000007576,2025-04-30,0,2,5,0.0,9071034.0,13555083.0,0.0,4535517.0,2711016.6,0,0.0,0,1,2,15,0.2,0.0,1.0,14,5,0.0,1,Regular,Low,Premium,Potential,Low
860014000000000019623,2025-04-30,0,3,5,0.0,12292682.0,13045281.0,0.0,4097560.6666666665,2609056.2,1,7000089.0,0,1,3,11,0.4,0.0,1.0,9,5,0.3333333333333333,1,Regular,Low,Premium,Potential,Low
561468000000000060812,2025-04-30,0,4,5,0.0,1333827.0,1425014.0,0.0,333456.75,285002.8,2,1288244.0,0,1,4,17,0.4,0.4,1.0,15,5,0.5,1,Regular,Low,Premium,Potential,Low
860014000000000008974,2025-04-30,0,0,6,0.0,0.0,1938992.0,0.0,0.0,323165.3333333333,0,0.0,0,0,0,13,0.3333333333333333,0.0,1.0,56,6,0.0,1,Sleeping,nan,Low,At Risk,nan
626257000000000038207,2025-04-30,0,2,5,0.0,1893817.0,2476778.0,0.0,946908.5,495355.6,0,0.0,0,1,2,15,0.6,0.2,1.0,9,5,0.0,1,Regular,Low,Premium,Potential,Low
860049000000000019931,2025-04-30,0,1,5,0.0,140387.0,2133282.0,0.0,140387.0,426656.4,1,140387.0,0,1,1,13,0.6,0.0,1.0,11,5,1.0,1,Regular,Low,Medium,Potential,Low
860031000000000014461,2025-04-30,1,1,5,195254.0,195254.0,1251902.0,195254.0,195254.0,250380.4,0,0.0,1,1,1,15,0.2,0.4,1.0,0,5,0.0,1,nan,Low,Medium,Lost,Low
561468000000000007848,2025-04-30,0,3,6,0.0,1368528.0,2200501.0,0.0,456176.0,366750.1666666667,1,1051414.0,0,1,3,14,0.0,0.0,1.2,26,6,0.3333333333333333,1,Regular,Low,Premium,Potential,Low
626292000000000013946,2025-04-30,0,2,5,0.0,0.0,1357048.0,0.0,0.0,271409.6,0,0.0,0,1,2,13,0.6,0.0,1.0,20,5,0.0,1,Regular,Low,Low,Potential,Low
860033000000000018085,2025-04-30,1,3,5,1139296.0,1249525.0,1421346.0,1139296.0,416508.3333333333,284269.2,1,0.0,1,1,3,15,0.2,0.0,1.0,5,5,0.3333333333333333,1,Active,Low,High,Champions,Low
860006000000000022218,2025-04-30,0,0,5,0.0,0.0,1188138.0,0.0,0.0,237627.6,0,0.0,0,0,0,14,0.4,0.2,1.0,38,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860004000000000076822,2025-04-30,1,3,5,1202866.0,2361739.0,2640245.0,1202866.0,787246.3333333334,528049.0,3,2361739.0,1,1,3,14,0.0,0.0,1.0,7,5,1.0,1,Active,Low,Premium,Champions,Low
860006000000000006460,2025-04-30,1,2,5,229861.0,397468.0,2602470.0,229861.0,198734.0,520494.0,1,229861.0,1,1,2,15,0.2,0.0,1.0,6,5,0.5,1,Active,Low,High,Champions,Low
860006000000000009957,2025-04-30,0,2,6,0.0,147566.0,1269357.0,0.0,73783.0,211559.5,1,147566.0,0,1,2,15,0.16666666666666666,0.0,1.0,15,6,0.5,1,Regular,Low,Medium,Potential,Low
561468000000000033098,2025-04-30,0,2,6,0.0,1739436.0,2669293.0,0.0,869718.0,444882.1666666667,0,0.0,0,1,2,13,0.5,0.0,1.2,9,6,0.0,1,Regular,Low,Premium,Potential,Low
860006000000000008855,2025-04-30,1,3,8,804637.0,2140773.0,5972756.0,804637.0,713591.0,746594.5,2,1336136.0,1,1,3,18,0.125,0.375,1.0,5,8,0.6666666666666666,1,Active,Low,Premium,Champions,Low
626257000000000056617,2025-04-30,1,2,5,162395.0,1067967.0,2526839.0,162395.0,533983.5,505367.8,1,905572.0,1,1,2,12,0.4,0.0,1.0,5,5,0.5,1,Active,Low,High,Champions,Low
860030000000000036398,2025-04-30,0,2,5,0.0,2218249.0,2451989.0,0.0,1109124.5,490397.8,1,885921.0,0,1,2,12,0.4,0.2,1.0,26,5,0.5,1,Regular,Low,Premium,Potential,Low
561468000000000030302,2025-04-30,0,4,6,0.0,2018278.0,2376441.0,0.0,504569.5,396073.5,1,38219.0,0,1,4,12,0.0,0.0,1.0,15,6,0.25,1,Regular,Low,Premium,Potential,Low
860006000000000031538,2025-04-30,0,1,6,0.0,859209.0,2779385.0,0.0,859209.0,463230.8333333333,0,0.0,0,1,1,15,0.8333333333333334,0.16666666666666666,1.0,24,6,0.0,1,Regular,Low,High,Potential,Low
860012000000000002989,2025-04-30,1,2,5,877194.0,1032692.0,1423729.0,877194.0,516346.0,284745.8,0,0.0,1,1,2,12,0.2,0.0,1.25,6,5,0.0,1,Active,Low,High,Champions,Low
860006000000000038461,2025-04-30,1,3,5,85103.0,1374561.0,1642477.0,85103.0,458187.0,328495.4,1,961106.0,1,1,3,13,0.2,0.0,1.0,1,5,0.3333333333333333,1,Active,Low,Premium,Champions,Low
860057000000000007372,2025-04-30,0,2,5,0.0,1286724.0,4711143.0,0.0,643362.0,942228.6,2,1286724.0,0,1,2,13,0.0,0.0,1.0,13,5,1.0,1,Regular,Low,High,Potential,Low
860055000000000033614,2025-04-30,1,3,6,123072.0,242205.0,685607.0,123072.0,80735.0,114267.83333333333,2,123072.0,1,1,3,13,0.3333333333333333,0.0,1.0,1,6,0.6666666666666666,1,Active,Low,Medium,Lost,Low
561468000000000024634,2025-04-30,0,1,5,0.0,1025501.0,2156227.0,0.0,1025501.0,431245.4,0,0.0,0,1,1,14,0.2,0.2,1.0,24,5,0.0,1,Regular,Low,High,Potential,Low
860006000000000057007,2025-04-30,0,2,6,0.0,1512016.0,3967573.0,0.0,756008.0,661262.1666666666,0,0.0,0,1,2,14,0.16666666666666666,0.0,1.0,8,6,0.0,1,Regular,Low,Premium,Potential,Low
561468000000000003826,2025-04-30,0,2,5,0.0,1384124.0,2196345.0,0.0,692062.0,439269.0,0,0.0,0,1,2,14,0.4,0.0,1.0,20,5,0.0,1,Regular,Low,Premium,Potential,Low
860006000000000017738,2025-04-30,0,2,12,0.0,1996722.0,4218561.0,0.0,998361.0,351546.75,0,0.0,0,1,2,12,0.3333333333333333,0.25,1.0,11,12,0.0,1,Regular,Low,Premium,Potential,Low
860057000000000014224,2025-04-30,0,1,5,0.0,789310.0,1096817.0,0.0,789310.0,219363.4,0,0.0,0,1,1,17,0.2,0.2,1.0,12,5,0.0,1,Regular,Low,High,Potential,Low
626257000000000056314,2025-04-30,1,3,5,162035.0,846232.0,880227.0,162035.0,282077.3333333333,176045.4,1,684197.0,1,1,3,14,0.2,0.0,1.0,5,5,0.3333333333333333,1,Active,Low,High,Champions,Low
561468000000000002710,2025-04-30,0,0,5,0.0,0.0,5374862.0,0.0,0.0,1074972.4,0,0.0,0,0,0,16,0.4,0.2,1.0,55,5,0.0,1,Sleeping,nan,Low,At Risk,nan
860031000000000018514,2025-04-30,1,2,5,735131.0,1448968.0,1758968.0,735131.0,724484.0,351793.6,1,735131.0,1,1,2,12,0.6,0.0,1.0,0,5,0.5,1,nan,Low,Premium,Lost,Low
860053000000000031534,2025-04-30,2,3,5,552992.0,1717519.0,2704222.0,276496.0,572506.3333333334,540844.4,2,552992.0,1,1,2,13,0.4,0.0,1.0,0,5,0.6666666666666666,1,nan,Low,Premium,Lost,Low
561468000000000013748,2025-04-30,1,4,7,161775.0,718337.0,1047265.0,161775.0,179584.25,149609.2857142857,2,239895.0,1,1,4,14,0.42857142857142855,0.14285714285714285,1.0,5,7,0.5,1,Active,Low,High,Champions,Low
860014000000000051555,2025-04-30,1,1,5,140813.0,140813.0,415837.0,140813.0,140813.0,83167.4,0,0.0,1,1,1,12,0.0,0.0,1.0,7,5,0.0,1,Active,Low,Medium,Lost,Low
860006000000000031397,2025-04-30,1,2,5,61147.0,201467.0,1665838.0,61147.0,100733.5,333167.6,0,0.0,1,1,2,12,0.2,0.0,1.0,0,5,0.0,1,nan,Low,Medium,Lost,Low
860057000000000002175,2025-04-30,0,0,5,0.0,0.0,751995.0,0.0,0.0,150399.0,0,0.0,0,0,0,13,0.6,0.0,1.25,31,5,0.0,1,Sleeping,nan,Low,At Risk,nan
561468000000000015894,2025-04-30,2,3,5,1809851.0,2711960.0,6937042.0,904925.5,903986.6666666666,1387408.4,2,1321124.0,1,1,3,15,0.4,0.2,1.0,4,5,0.6666666666666666,1,Active,Low,Premium,Champions,Low
561468000000000004883,2025-04-30,1,2,5,200498.0,962988.0,2439410.0,200498.0,481494.0,487882.0,1,200498.0,1,1,2,12,0.2,0.0,1.0,2,5,0.5,1,Active,Low,High,Champions,Low
561468000000000007591,2025-04-30,0,2,6,0.0,864662.0,1324853.0,0.0,432331.0,220808.83333333334,0,0.0,0,1,2,16,0.0,0.0,1.2,15,6,0.0,1,Regular,Low,High,Potential,Low
860011000000000041842,2025-04-30,2,4,5,310623.0,2007124.0,2007936.0,155311.5,501781.0,401587.2,2,310623.0,1,1,4,13,0.2,0.0,1.0,1,5,0.5,1,Active,Low,Premium,Champions,Low
561468000000000032824,2025-04-30,0,1,5,0.0,1224253.0,2046395.0,0.0,1224253.0,409279.0,0,0.0,0,1,1,11,0.2,0.0,1.25,29,5,0.0,1,Regular,Low,High,Potential,Low
860003000000000001078,2025-04-30,0,2,6,0.0,147276.0,2446743.0,0.0,73638.0,407790.5,1,80079.0,0,1,2,16,0.3333333333333333,0.6666666666666666,1.0,22,6,0.5,1,Regular,Low,Medium,Potential,Low
